author,message,badges,emotes
n4icols,quanto è figo far scrivere le mail in modo calmo allia quando vorresti solo augurare il male al cliente che non capisce niente,['raging_wolf_helm'],[]
john_chicco,bravo,"['vip', 'twitch_recap_2024']",[]
anderea_,sono tantissime wow,['destiny_2_final_shape_raid_race'],[]
pappocaccesold,io ne ho,['no_audio'],[]
clemyxiv,è davvero un definibile arsenale se cosi potremmo dire,"['subscriber', 'elden_ring_wylder']",[]
tungstenoviperuto,infatti sono daccordo nel cercare prima di studiare un metodo per integrare le ia nel sistema attuale senza sconvolgere lintero sistema il punto è che chi ha doppi fini e interessi spinge per lesposizione immediata per avere tornaconto personale nel medio termine,['superultracombo_2023'],[]
scaricas92,qua sono anni che ci giochiamo i cani virtuali e ci preoccupiamo di ia,[],[]
frapersona,tutto bene,['founder'],[]
tungstenoviperuto,vale la stessa cosa per la musica e le arti illustrative il problema è che la massa purtroppo è ignorante nel campo e non si pone tali quesiti,['superultracombo_2023'],[]
clemyxiv,si sono daccordo con te,"['subscriber', 'elden_ring_wylder']",[]
ramba24,ramba subscribed with theyve subscribed for months currently on a month streak ciao marione,['premium'],[]
streamlabs,ramba si è subbato con twitch,"['moderator', 'partner']",[]
nicolesto1,comunque esiste da parte della stessa ia un software che rileva la percentuale di testo scritta da un altra ia,"['subscriber', 'sub_gifter']",[]
keilaf96,solo le reti neurali,"['subscriber', 'premium']",[]
frapersona,dici che letica insegnata allai andrà a ridurre il vocabolario umano secondo una sola visione,['founder'],[]
streamlabs,donazioni minime per far partire il texttospeech bit donazione tip,"['moderator', 'partner']",[]
streamlabs,ecco il link del nuovo gruppo telegram solo per abbonati,"['moderator', 'partner']",[]
streamlabs,puoi abbonarti al canale in maniera gratuita se possiedi amazon clicca abbonati in basso o sullestensione sullo schermo o vai al link ricordati di rinnovare labbonamento al canale ogni giorni per altre istruzioni,"['moderator', 'partner']",[]
pancettann,comunque non è una visione un po eurocentrica quella di vedere loccidente come linventoredellai perché in asia ogni innovazione di intelligenza artificiale mi sembra arrivi prima che da noi,['subscriber'],[]
peldor_varga11,i problemi razziali nei sistemi di prevenzione predittiva dei reati in usa,['premium'],[]
nicolesto1,museo giallo,"['subscriber', 'sub_gifter']",[]
ilaria_antioraria,non funziona hanno messo il trattato dindipendenza degli stati uniti ed è stato detectato come scritto al da ai,"['subscriber', 'sub_gifter']",[]
tungstenoviperuto,certo ragiona per stereotipi,['superultracombo_2023'],[]
keilaf96,solo le reti neurali sono una scatola nera,"['subscriber', 'premium']",[]
frapersona,lalgoritmo devessere quantificabile le emozioni nos,['founder'],[]
juan_non_so_cosa_inserire,ciao mario sono un po sturato cosa mi consigli di fare,['subscriber'],[]
ilaria_antioraria,credo negli esseri umani che hanno coraggio coraggio di essere umani,"['subscriber', 'sub_gifter']",['<3']
r3tr0_24,se nom ricordo male un matematico italiano è riuscito a convincere chatgpt che facesse,['premium'],[]
clemyxiv,preferisco,"['subscriber', 'elden_ring_wylder']",[]
juan_non_so_cosa_inserire,mi sto emozionando,['subscriber'],[]
streamlabs,scarica tv per avere tutte le emote,"['moderator', 'partner']",[]
karma28_,ciao a tutti,[],[]
ilaria_antioraria,non un matematico qualsiasi dario bressanini signori e signore,"['subscriber', 'sub_gifter']",[]
karma28_,lalle mi saluti,[],[]
ilaria_antioraria,non mettete parole a caso in bocca a calogero,"['subscriber', 'sub_gifter']",[]
tungstenoviperuto,secondo me un artista come beksinski soffrirebbe molto dalla copia ai non perché i suoi lavori possano perdere di valore ma perché renderebbero reotorica la sua interpretazione che rende i suoi quadri così unici,['superultracombo_2023'],[]
r3tr0_24,mah io avrei risposto con una sola parola di lettere,['premium'],[]
sbrisolonaa,i deep fake esistono da prima dellia solo che prima però lo faceva il professionista adesso lo possono fare tutti pure i ragazzini,['subscriber'],[]
nicolesto1,ilaria se usi il primo di google ovvio,"['subscriber', 'sub_gifter']",[]
frapersona,sono curioso dellopinione di fritata de mierda,['founder'],[]
nicolesto1,lo stesso chatgp ti dice che è umano,"['subscriber', 'sub_gifter']",[]
tungstenoviperuto,ahahahhahaha,['superultracombo_2023'],[]
damienmarley95,per tenere il passo della ia nella regolamentazione servirebbe una ia che regolamenti,['premium'],[]
mariosturniolo,dumfries,"['broadcaster', 'sub_gifter']",[]
ilaria_antioraria,era una ricerca di un gruppo di storici,"['subscriber', 'sub_gifter']",[]
nicolesto1,appena provato,"['subscriber', 'sub_gifter']",[]
pappocaccesold,e possono farlo sembrare anche più realistico,['no_audio'],[]
sbrisolonaa,esatto,['subscriber'],[]
mayafalcone,si un esempio prima canzone creata con un sintetizatore vocale è stata co gal nel ricostruendo la voce di un artista che non cè dal stesso artista è stato il primo ologramma ad esibirsi nel per non parlare della creazione della stampa riconosciuta come occidentale quando così non è,[],[]
anderea_,non dovrebbero essere lance e bastoni,['destiny_2_final_shape_raid_race'],[]
streamlabs,ecco il link del nuovo gruppo telegram solo per abbonati,"['moderator', 'partner']",[]
nicolesto1,vai a provare si può fare tranquillamente,"['subscriber', 'sub_gifter']",[]
ilaria_antioraria,la regolamentazione era lenta anche quando entrò internet in italia i primi decenni vi erano enormi casi di cyberbullismo che sappiamo tutti come finirono le leggi arrivano sempre troppo tardi è inutile parlare di ciò,"['subscriber', 'sub_gifter']",[]
debiru_dude,concludo dicendo bias,"['subscriber', 'premium']",[]
francy_checco,lalla ha detto qualcosa di sensato,"['vip', 'founder', 'premium']",[]
keilaf96,come si fa a partecipare alla rassegna stomp,"['subscriber', 'premium']",[]
tungstenoviperuto,azz,['superultracombo_2023'],[]
matteofra02,az,['elden_ring_wylder'],[]
pappocaccesold,parole dure,['no_audio'],[]
payno_exe,ma che cazzo dice,['moderator'],[]
anderea_,azzo,['destiny_2_final_shape_raid_race'],[]
caiorisorto,bravissimo,"['subscriber', 'no_audio']",[]
collezionami_official,grande quello che sta parlando adesso,[],[]
nicolesto1,lalle ha detto il vero,"['subscriber', 'sub_gifter']",[]
pancettann,oh,['subscriber'],[]
r3tr0_24,vero ma quelli fatti con lia solitamente mostrano chiari errori e solo una persona esperta può evitarli,['premium'],[]
john_chicco,boh,"['vip', 'twitch_recap_2024']",[]
caiorisorto,verità,"['subscriber', 'no_audio']",[]
frapersona,bravo lalle adesso rovina tutto,['founder'],[]
clemyxiv,minchia lalle si è svegliato,"['subscriber', 'elden_ring_wylder']",[]
sbrisolonaa,lha toccata piano,['subscriber'],[]
iln1ck,questo è pazzo,['purple_pixel_heart___together_for_good_24'],[]
tungstenoviperuto,vero lo stile nasce dalle poprie lacune la stile accademico lo sanno copiare tutti,['superultracombo_2023'],[]
zeno_musix,scusa mario ci terrei tanto a intervenire se possibile altrimenti non preoccuparti,['purple_pixel_heart___together_for_good_24'],['<3']
deliriousdeli,persa,"['subscriber', 'premium']",[]
frapersona,noi loro e gli altri persone,['founder'],[]
nicolesto1,ma dellaltro chi,"['subscriber', 'sub_gifter']",[]
zono19,da mediocre posso copiare più bravi e vendere a mediocri,['superultracombo_2023'],[]
mayafalcone,e si artisti di fama internazionale che schifan ia sono sicuramente mediocri,[],['FailFish']
pappocaccesold,poteve scegliere fra tante lingue ha optato per quella della verità,['no_audio'],[]
john_chicco,mi sta minacciando lavete sentito tutti,"['vip', 'twitch_recap_2024']",[]
clemyxiv,confermo,"['subscriber', 'elden_ring_wylder']",[]
ilaria_antioraria,sono testimone uditiva e pure oculare,"['subscriber', 'sub_gifter']",[]
nicolesto1,zi fuori dalla sardegna cè sempre stato il mondo,"['subscriber', 'sub_gifter']",[]
streamlabs,scarica tv per avere tutte le emote,"['moderator', 'partner']",[]
r3tr0_24,no fermi,['premium'],[]
john_chicco,grazie ragazzi,"['vip', 'twitch_recap_2024']",['<3']
hotpinocchio,crazy,['twitch_recap_2023'],[]
collezionami_official,questa frase non ha senso,[],[]
tungstenoviperuto,mi sembra una sega intellettuale questultima cosa,['superultracombo_2023'],[]
fsociety_93,oddioo,"['subscriber', 'turbo']",[]
ilaria_antioraria,mario,"['subscriber', 'sub_gifter']",[]
r3tr0_24,come fa la matematica a non essere risolvibile con la matematica,['premium'],[]
nicolesto1,ma il momento di non ritorno sai quante cose potevano segnarlo guarda le bombe atomiche,"['subscriber', 'sub_gifter']",[]
re_fritz,l ultima blastata e via,[],[]
tungstenoviperuto,mamma mia,['superultracombo_2023'],[]
tastieraaa,sempre sul pezzo,"['subscriber', 'premium']",[]
bias____,lo è già in campo medico lia ha trovato la cura che un gruppo di ricerca ha cercato per anni cè un articolo al riguardo,"['vip', 'founder', 'premium']",[]
zeno_musix,non preoccuparti marione,['purple_pixel_heart___together_for_good_24'],['<3']
sass0samu,calogero distruggilo,[],[]
zono19,ahaahaah,['superultracombo_2023'],[]
pappocaccesold,dumfries è arte,['no_audio'],[]
nicolesto1,grazie mario,"['subscriber', 'sub_gifter']",[]
damienmarley95,calogero,['premium'],[]
tungstenoviperuto,clap,['superultracombo_2023'],[]
assassins_24,mandato a casa a sedere,[],[]
nicolesto1,grazio calogero,"['subscriber', 'sub_gifter']",[]
quasi_stellar_boy,ahahahh,[],[]
ilaria_antioraria,bravo calogero insegna a questo,"['subscriber', 'sub_gifter']",[]
john_chicco,cacato sul cranio,"['vip', 'twitch_recap_2024']",[]
mayafalcone,correggo sorry la mia disgrafia la prima canzone creata ricreando la voce di un cantante vero è stata fatta con un sintetizzatore vocale prima del ia,[],[]
alessandrorocky,io sono rimasto mario perché il posto fisso non lo lascio,['subscriber'],[]
cannaizz0,porco dio,['premium'],[]
frapersona,lalle a catena,['founder'],[]
nicolesto1,porco dio,"['subscriber', 'sub_gifter']",[]
re_fritz,mamma mia,[],[]
tungstenoviperuto,senti senti,['superultracombo_2023'],[]
iln1ck,eccoci cagaro in testa,['purple_pixel_heart___together_for_good_24'],[]
fsociety_93,orociotz,"['subscriber', 'turbo']",[]
bias____,calogero mio fratello,"['vip', 'founder', 'premium']",[]
alessandrorocky,rimarrò dentro fino alla fine della rassegnapresente sempre,['subscriber'],[]
ilaria_antioraria,secondo me se le inventa ste parole da dove cazzo le tira fuori,"['subscriber', 'sub_gifter']",[]
r3tr0_24,ho appena scoperto che dio esiste e si chiama calogero,['premium'],[]
riki1710_,clap,['purple_pixel_heart___together_for_good_24'],[]
tungstenoviperuto,si non dobbiamo prevedere il futuro,['superultracombo_2023'],[]
fsociety_93,clap,"['subscriber', 'turbo']",[]
payno_exe,clap lalle fai vomitare,['moderator'],[]
anderea_,mi dispiace andare contro calogero ma è anche greco come origine,['destiny_2_final_shape_raid_race'],[]
francy_checco,goat,"['vip', 'founder', 'premium']",[]
nicolesto1,calogero andiamo a prenderci una cazzo di birra,"['subscriber', 'sub_gifter']",[]
frapersona,calogero fai sta ciliegina e bestemmia la madonna,['founder'],[]
re_fritz,dove cazzo è il nobel per quest uomo,[],[]
ficifict,e a nanna i bambini,['twitch_recap_2023'],[]
pancettann,ma comunque non è che bowie non lo ascolta più nessuno perché ora cantante x fa canzoni su garage band e diventa virale per un mese lai sarà semplicemente un modo alternativo di fare musica non un modo per sopraffare gli artisti e così per tutti i campi dellarte,['subscriber'],[]
omnibot_gp,ora fottutamente colari,['subscriber'],[]
cannaizz0,ma ciu terruni ri iddu nun ci nne,['premium'],[]
assassins_24,calogero secondo solo a lalle,[],[]
chiarachifavs,pure la bomba atomica è nata per sbaglio,"['subscriber', 'sub_gifter']",[]
fioresaibo,ungaretti menzionato,['purple_pixel_heart___together_for_good_24'],[]
tungstenoviperuto,clap,['superultracombo_2023'],[]
tastieraaa,calogero grande,"['subscriber', 'premium']",[]
mat13832,clap,[],[]
streamlabs,puoi abbonarti cliccando il tasto abbonati o clicca sul link,"['moderator', 'partner']",[]
ficifict,ma io come faccio a chiavare se esiste gente come calogero,['twitch_recap_2023'],[]
ilaria_antioraria,ha un significato diverso da quello latino il significato greco antico è come quello italiano il significato latino classico è quello dato da calogero,"['subscriber', 'sub_gifter']",[]
sbrisolonaa,si si vede però il problema è quando lo si usa per cyberbullismo ricatto e revenge porn,['subscriber'],[]
streamlabs,ecco il link del nuovo gruppo telegram solo per abbonati,"['moderator', 'partner']",[]
vmintee,pure il collegamento con ungaretti spettacolo,['raging_wolf_helm'],[]
streamlabs,puoi abbonarti al canale in maniera gratuita se possiedi amazon clicca abbonati in basso o sullestensione sullo schermo o vai al link ricordati di rinnovare labbonamento al canale ogni giorni per altre istruzioni,"['moderator', 'partner']",[]
francy_checco,spettacolo,"['vip', 'founder', 'premium']",[]
sass0samu,clap,[],[]
deliriousdeli,altri umani btw,"['subscriber', 'premium']",[]
cannaizz0,apposto,['premium'],[]
clemyxiv,clap clap clap clap,"['subscriber', 'elden_ring_wylder']",[]
mayafalcone,esattamente le bombe non hanno colpa sono le persone che l hanno create e usate,[],[]
frapersona,my god the mask is off,['founder'],[]
tungstenoviperuto,aahhahahahahahaha,['superultracombo_2023'],[]
ilaria_antioraria,certo ti crediamo,"['subscriber', 'sub_gifter']",[]
tastieraaa,silenzio di tomba,"['subscriber', 'premium']",[]
trickstervortex,incredibile,"['subscriber', 'raging_wolf_helm']",[]
nicolesto1,facciamolo vate altro che lo sgrigno intellettuale,"['subscriber', 'sub_gifter']",[]
tungstenoviperuto,incredibile,['superultracombo_2023'],[]
fsociety_93,kekw,"['subscriber', 'turbo']",[]
john_chicco,ahahahahah,"['vip', 'twitch_recap_2024']",[]
ilaria_antioraria,hahshahshahsha,"['subscriber', 'sub_gifter']",[]
ilaria_antioraria,clap a tutti,"['subscriber', 'sub_gifter']",[]
tungstenoviperuto,clap,['superultracombo_2023'],[]
cannaizz0,dovrei seguire il format,['premium'],[]
davidoghe,clap clap,['bits'],[]
davide_zack_97,clap,['twitch_recap_2024'],[]
fake_siculo,lalle non ne azzecca mai una,['twitch_recap_2024'],[]
d_dope_,clap a tutti,"['subscriber', 'premium']",[]
anderea_,mi era sembrato più simile al significato greco quello usato da lalle non ricordo chi lo ha detto,['destiny_2_final_shape_raid_race'],[]
principessamononoke,clap,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
daad_01,clap,['subscriber'],[]
fsociety_93,clap,"['subscriber', 'turbo']",[]
francy_checco,clap,"['vip', 'founder', 'premium']",[]
principessamononoke,bravi tutti,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
john_chicco,clap,"['vip', 'twitch_recap_2024']",[]
ilaria_antioraria,calogero limoniamo,"['subscriber', 'sub_gifter']",[]
pancettann,clap,['subscriber'],[]
quasi_stellar_boy,ma noi siamo stelline,[],[]
vito0605,clap,[],[]
tungstenoviperuto,non oracolate ma cercate di essere oro colato clap,['superultracombo_2023'],[]
assassins_24,clap,[],[]
clemyxiv,clap,"['subscriber', 'elden_ring_wylder']",[]
sbrisolonaa,clap,['subscriber'],[]
payno_exe,ma che fai alishia,['moderator'],[]
anderea_,clap,['destiny_2_final_shape_raid_race'],[]
caiorisorto,clap,"['subscriber', 'no_audio']",[]
principessamononoke,cosa,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
cannaizz0,ha parryato,['premium'],[]
bias____,dai lalle dici che sei pro e vai a letto,"['vip', 'founder', 'premium']",[]
streamlabs,scarica tv per avere tutte le emote,"['moderator', 'partner']",[]
ilaria_antioraria,io sono oroneroh,"['subscriber', 'sub_gifter']",[]
keilaf96,come ci si mette in sala dattesa per la rassegna stomp,"['subscriber', 'premium']",[]
calogero2810,come sempre ragazzi bellissima discussione,"['vip', 'twitch_recap_2023']",[]
chiarachifavs,si voleva essere una battuta,"['subscriber', 'sub_gifter']",[]
principessamononoke,chissà il prossimo rassegna,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
ficifict,ma poi ungaretti buttato dentro allultimo poesia,['twitch_recap_2023'],[]
tungstenoviperuto,hanno fatto da proxy per i veri oppositori dai,['superultracombo_2023'],[]
michele77bel,mario credo telo abbiano chiesto volte ma hai intenzione di prendere switch,['bits'],[]
alessandrorocky,marionescusa se non ci sono stato sta seraè solo colpa miaho avuto problemi di tempo,['subscriber'],[]
valeryon1999,mi sono divertito tantissimo solo applausi per calogero ora vado a dormire che ora ho lesame di inglese buonanotte e viva il progresso,['premium'],[]
keilaf96,alex come ti contatto,"['subscriber', 'premium']",[':D']
mayafalcone,la mia una citazione di una canzone che mi sembrava adatta,[],['Lechonk']
nicolesto1,non troppo giusto che fossero finti contro,"['subscriber', 'sub_gifter']",[]
streamlabs,il nostro nuovo discord,"['moderator', 'partner']",[]
damienmarley95,letteralmente,['premium'],[]
alexeyre,per i provini basta metterti in sala dattesa il giorno di stomp,"['moderator', 'premium']",[]
ilaria_antioraria,prossima rassegna pro o contro a mario sturniolo,"['subscriber', 'sub_gifter']",[]
ric99_,scusa calogero chiedo umilmente scusa era solo un ruolo,[],[]
alexeyre,altrimenti telegram il nick è lo stesso,"['moderator', 'premium']",[]
tungstenoviperuto,è importante largomentazione,['superultracombo_2023'],[]
principessamononoke,alla fine il dibattito a scuola ti fa andare da entrambe le parti è figa come cosa,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
chiarachifavs,cavolo sono ignorante tt,"['subscriber', 'sub_gifter']",[]
cannaizz0,io ho troppo ansia per fare ste cose,['premium'],[]
pappocaccesold,mario secondo te lia entrerà anche nel mondo del calcio aiutando magari nelle tattiche o nella preparazione,['no_audio'],[]
michele77bel,switch,['bits'],[]
assassins_24,secondo me lalle non fingeva era veramente convinto delle sue opinioni,[],[]
keilaf96,ok spero di aver capito ahah,"['subscriber', 'premium']",[]
ilaria_antioraria,dille,"['subscriber', 'sub_gifter']",[]
alexeyre,per qualsiasi dubbio tg,"['moderator', 'premium']",[]
egglalle,piena di complimenti e quante comparizioni,['raging_wolf_helm'],[]
zeno_musix,anche perché è difficile quasi impossibile essere al pro o contro,['purple_pixel_heart___together_for_good_24'],[]
streamlabs,codice sconto mariobunta per acquistare i quadri in sconto link wgamabuntalabit,"['moderator', 'partner']",[]
beppe65,un bel pro o contro le lontre sarebbe spettacolo,['raging_wolf_helm'],[]
bias____,cè già ci sono software ad hoc così ha perso linter,"['vip', 'founder', 'premium']",[]
antonello667,sento i cavalli che corrono,"['subscriber', 'premium']",[]
alexeyre,non dovevi dormire stronzo,"['moderator', 'premium']",[]
john_chicco,pagine potresti leggerle,"['vip', 'twitch_recap_2024']",[]
tungstenoviperuto,palle di acciaio che corrono,['superultracombo_2023'],[]
michele77bel,mario credo telo abbiano chiesto volte ma hai intenzione di prendere switch,['bits'],[]
valeryon1999,buonanotte a tutti amici miei vi voglio un sacco bene ciao a tutti,['premium'],['<3']
davidoghe,io me ne vado a dormire altroché buonanotte a tutti bellissimi,['bits'],[]
cannaizz0,sai che figo se si riuscisse a fare veramente il volume settimanalmente,['premium'],[]
pappocaccesold,ah,['no_audio'],[]
egglalle,maledetto lo sai che per prendere sonno adesso devo fare un rituale,['raging_wolf_helm'],[]
fsociety_93,notte bedge,"['subscriber', 'turbo']",[]
francy_checco,voglio abbracciare calogero,"['vip', 'founder', 'premium']",[]
finewildrhino,minchia quanto mi piacerebbe steel,"['subscriber', 'gone_bananas']",[]
nicolesto1,ringrazio loracolo per non aver visto le lontre,"['subscriber', 'sub_gifter']",[]
rsv__91,mi è arrivato lo stipendio sono rimasta sveglia per le lontre,['purple_pixel_heart___together_for_good_24'],[]
alexeyre,sei davvero stupido,"['moderator', 'premium']",[]
pappocaccesold,mario secondo te lia entrerà anche nel mondo del calcio aiutando magari nelle tattiche o nella preparazione,['no_audio'],[]
principessamononoke,non puoi prendertela con me se hai detto che loccidente è buono hai capito,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
alessandrorocky,sono davvero giù di morale mario però questo mi fa capire che sei davvero importantete come tutta la chatsiete una parte di me ormaisenza di voi non vivo,['subscriber'],['shortb17Marioteatro']
beppe65,schedule,['raging_wolf_helm'],[]
clemyxiv,mario io ti saluto e saluto questa bellissima chat buonanotte beddi,"['subscriber', 'elden_ring_wylder']",['<3']
trickstervortex,mario volevo sapere se i valgono per il sub goal non so bene come funziona e lho fatto durante la rassegna per supportare il format,"['subscriber', 'raging_wolf_helm']",[]
chiarachifavs,lo facevo con la prof di filosofia,"['subscriber', 'sub_gifter']",[]
zaal33,mario ciao,['subscriber'],[]
ric99_,comunque gli argomenti contro non erano campati in aria lia ha tanti pro ma anche tante criticità energia,[],[]
egglalle,slava ukraini avete capito zecche,['raging_wolf_helm'],[]
principessamononoke,bellissimoo,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
streamlabs,donazioni minime per far partire il texttospeech bit donazione tip,"['moderator', 'partner']",[]
rsv__91,che peccato,['purple_pixel_heart___together_for_good_24'],[]
trickstervortex,godo,"['subscriber', 'raging_wolf_helm']",[]
losqualobestonso,buonanotte ragazzi buonanotte marione,['purple_pixel_heart___together_for_good_24'],[]
zaal33,lo fanno,['subscriber'],[]
principessamononoke,pazzo,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
rsv__91,rsv is gifting tier subs to mariosturniolos community theyve gifted a total of in the channel,['purple_pixel_heart___together_for_good_24'],[]
streamlabs,rsv ha regalato tier subs,"['moderator', 'partner']",[]
rsv__91,rsv gifted a tier sub to mariongilreal,['purple_pixel_heart___together_for_good_24'],[]
rsv__91,rsv gifted a tier sub to aleeperazzolo,['purple_pixel_heart___together_for_good_24'],[]
rsv__91,rsv gifted a tier sub to pieguy,['purple_pixel_heart___together_for_good_24'],[]
rsv__91,rsv gifted a tier sub to bomberino,['purple_pixel_heart___together_for_good_24'],[]
rsv__91,rsv gifted a tier sub to lavweas,['purple_pixel_heart___together_for_good_24'],[]
streamlabs,ecco il link del nuovo gruppo telegram solo per abbonati,"['moderator', 'partner']",[]
pappocaccesold,tutto ciò che esiste ha sia pro che contro,['no_audio'],[]
zaal33,si,['subscriber'],[]
principessamononoke,non è vero la cioccolata ha solo pro,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
pappocaccesold,si,['no_audio'],[]
egglalle,si anche lossigeno,['raging_wolf_helm'],[]
ficifict,basta non sia verde,['twitch_recap_2023'],[':P']
chiarachifavs,si io non ho una posizione a riguardo ci sono tante cose a favore e tante contro confido nelleuropa per la tutela di tutti arriverà,"['subscriber', 'sub_gifter']",[]
madonnaincoroneta_,se ne bevi troppa muroi,['bits'],[]
mayafalcone,è una canzone che conosco io non credo nessuno in questa chat la conosca non è un ignoranza da criticare non ho messo che era una cit perché mi sembrava inutile dirlo,[],[':)']
bl3ckoutt,il,"['subscriber', 'sub_gifter']",[]
zono19,brufoli,['superultracombo_2023'],[]
rsv__91,bere litri d acquqa in un minuto porta alla morte quindi si,['purple_pixel_heart___together_for_good_24'],[]
nick_7ugs,sì il team magna aveva il suo perché,"['subscriber', 'raging_wolf_helm']",[]
ilaria_antioraria,ah,"['subscriber', 'sub_gifter']",[]
francy_checco,godo,"['vip', 'founder', 'premium']",[]
egglalle,ne sarà felice il maestro,['raging_wolf_helm'],[]
bleo__,bergamo la città del bergamotto penso,['elden_ring_recluse'],[]
ficifict,boh,['twitch_recap_2023'],[]
principessamononoke,ah,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
keilaf96,no ci vengo,"['subscriber', 'premium']",[]
ferrikkk,seguita tutta la rassegna buonanotte marione hai dei fan che argomentano,['subscriber'],[]
ric99_,si tutti gli essere umani che bevono acqua prima o poi muoiono è un veleno,[],[]
zaal33,ti posso soffocare con lacqua ed è negativa come cosa no,['subscriber'],[]
deliriousdeli,lacqua è necessaria per la vita di tanti batteri vedila così senza acqua niente batteri lacqua è sempre un bene a voi,"['subscriber', 'premium']",[]
keilaf96,abito a bergamo mbare ti ospito a casa mia,"['subscriber', 'premium']",[':D']
stefasabazerouno,ok il bergamo ma alletna commi ci sarai,"['subscriber', 'no_audio']",[]
nicolesto1,é arrivato quel periodo dove lacqua del rubinetto è calda un casino,"['subscriber', 'sub_gifter']",[]
chiarachifavs,oddio sono curiosa adesso potresti dirmi il titolo,"['subscriber', 'sub_gifter']",[]
streamlabs,scarica tv per avere tutte le emote,"['moderator', 'partner']",[]
papa_nada,orco dio finalmente ci vediamo,['sub_gifter'],[]
zeno_musix,ho avuto la possibilità di assistere allo spettacolo teatrale la mia vita raccontata male di bisio te hai visto qualcosa a riguardo,['purple_pixel_heart___together_for_good_24'],[]
egglalle,nannipieri,['raging_wolf_helm'],[]
tungstenoviperuto,come tu sei più vecchio di xiuder,['superultracombo_2023'],[]
ginopuppomuratore,schedule,['subscriber'],[]
streamlabs,ginopuppomuratore la schedule della settimana attuale,"['moderator', 'partner']",[]
tungstenoviperuto,e menomale,['superultracombo_2023'],[]
john_chicco,mai,"['vip', 'twitch_recap_2024']",[]
francy_checco,non lo è,"['vip', 'founder', 'premium']",[]
cannaizz0,samuele,['premium'],[]
principessamononoke,problemi di tartaro,"['vip', 'purple_pixel_heart___together_for_good_24']",[]
nickstar21_,lacqua,['glitchcon2020'],[]
ric99_,chiedilo a marco per lui è sempre verde,[],[]
tungstenoviperuto,ah ok sono un coglione,['superultracombo_2023'],[]
kolacevic07,è arrivato il momento in cui non esce acuqa dal rubinetto,"['subscriber', 'gone_bananas']",[]
r3tr0_24,mario scusa la domanda non trovi che il film civil war sia stato un monito per far sapere in anticipo cosa sarebbe successo in poco tempo soprattutto dopo gli eventi di questi giorni,['premium'],[]
ablazeluca,ciao mario è da un po che non passo ma stai contiinuando a leggere one piece,['no_video'],[]
ric99_,ma per il daltonismo intendo,[],[]
sbrisolonaa,lacqua non è verde,['subscriber'],[]
egglalle,visto anche io il freeboot della versione migliore di flips,['raging_wolf_helm'],[]
tungstenoviperuto,anche io,['superultracombo_2023'],[]
ilfato_vgc,acqua no vrd,"['subscriber', 'clips_leader']",[]
r3tr0_24,e qui mi hai spezzato il cuore,['premium'],[]
nicolesto1,il verde acqua il peggior nemico di mario,"['subscriber', 'sub_gifter']",[]
ilfato_vgc,ora si gioca,"['subscriber', 'clips_leader']",[]
mayafalcone,è una canzone giapponese dove le protagoniste sono le due bombe viste come esseri viventi innocenti senza consapevolezza,[],[]
cannaizz0,go go zeppeli,['premium'],[]
ilbarra,ih ah,['subtember_2024'],[]
chiarachifavs,si facevamo i dibattiti per avere il voto e interpretavamo le idee del filosofo che lei ci diceva stupendo mi divertivo sempre,"['subscriber', 'sub_gifter']",[]
ilaria_antioraria,schiacciata,"['subscriber', 'sub_gifter']",[]
zeno_musix,te lo consiglio vivamente drammatico e esilarante allo stesso tempo mi ha tenuto altissima lattenzione dallinizio alla fine,['purple_pixel_heart___together_for_good_24'],[]
pappocaccesold,mario hai visto il video delle meloni dove le viene chiesto da un politico estero il significato dei colori della bandiera italiana e non ha saputo rispondergli,['no_audio'],[]
ilaria_antioraria,e vai da solo,"['subscriber', 'sub_gifter']",[]
alessandrorocky,mario e se ti dicessi che una volta mi è uscita lacqua verde dal rubinetto perché stavano facendo lavori,['subscriber'],[]
marcomase99,momento chill,['premium'],[]
ilfato_vgc,comprerai switch,"['subscriber', 'clips_leader']",[]
streamlabs,puoi abbonarti al canale in maniera gratuita se possiedi amazon clicca abbonati in basso o sullestensione sullo schermo o vai al link ricordati di rinnovare labbonamento al canale ogni giorni per altre istruzioni,"['moderator', 'partner']",[]
tastieraaa,mario schiacciatozza solitaria,"['subscriber', 'premium']",[]
pappocaccesold,cè,['no_audio'],[]
iln1ck,viva il momento chill,['purple_pixel_heart___together_for_good_24'],[]
ucurtu88,mario definisci cosa è per te larte,[],[]
streamlabs,ecco il link del nuovo gruppo telegram solo per abbonati,"['moderator', 'partner']",[]
alessandrorocky,mario ma conosci nati per vincere,['subscriber'],[]
cannaizz0,comunicazione,['premium'],[]
ilfato_vgc,hai ragione eppure è la console più venduta di sempre nei primi giorni,"['subscriber', 'clips_leader']",[]
arcimago_orn,cosa ne pensi dellice e delle proteste a los angeles,[],[]
